# Time Signal
3.043043043043043294e-01 1.142422419976114600e+00
3.053053053053053079e-01 7.234562170636080758e-01
3.063063063063062863e-01 5.329462223550480715e-01
3.073073073073073203e-01 2.491805285001395531e-01
3.083083083083082987e-01 2.179533268753550690e-01
3.093093093093093326e-01 -1.635046042500545860e-02
3.103103103103103111e-01 -3.083446924843656345e-01
3.113113113113112895e-01 -9.837641204677287365e-02
3.123123123123123235e-01 -2.996059716784302274e-01
3.133133133133133019e-01 -6.223415776656691101e-01
3.143143143143143359e-01 -5.591457194702955658e-01
3.153153153153153143e-01 -9.940307951502479478e-01
3.163163163163162928e-01 -1.168105206614607816e+00
3.173173173173173267e-01 -1.221741381521557868e+00
3.183183183183183051e-01 -1.124179195932270447e+00
3.193193193193193391e-01 -6.110554292770653539e-01
3.203203203203203175e-01 3.330212701561293676e-01
3.213213213213212960e-01 9.784965155651514923e-01
3.223223223223223299e-01 1.305510710645169770e+00
3.233233233233233084e-01 1.492850908054139225e+00
3.243243243243243423e-01 1.074160513626885471e+00
3.253253253253253208e-01 5.947417260668875771e-01
3.263263263263262992e-01 4.422167762518601219e-01
3.273273273273273332e-01 3.540274488347768811e-01
3.283283283283283116e-01 1.489138496947715884e-01
3.293293293293293456e-01 4.980037944471910061e-02
3.303303303303303240e-01 -7.873158646521501158e-02
3.313313313313313024e-01 -1.912881588822124834e-01
3.323323323323323364e-01 -4.916391530218021666e-01
3.333333333333333148e-01 -5.178449665702561378e-01
3.343343343343343488e-01 -6.701017435730369787e-01
3.353353353353353272e-01 -9.980870094438998308e-01
3.363363363363363057e-01 -1.188282529381828656e+00
3.373373373373373396e-01 -1.473581182773638920e+00
3.383383383383383181e-01 -1.040587219808005948e+00
3.393393393393393520e-01 -5.799310793991020452e-01
3.403403403403403304e-01 2.051802429436703212e-01
3.413413413413413644e-01 9.133774012721723734e-01
3.423423423423423428e-01 1.398145074726174553e+00
3.433433433433433213e-01 1.334866814633170806e+00
3.443443443443443552e-01 9.513549321843289830e-01
3.453453453453453337e-01 6.429506165714982124e-01
3.463463463463463676e-01 5.436002357801874574e-01
3.473473473473473461e-01 3.815558028609010721e-01
3.483483483483483245e-01 2.023043342776792985e-01
3.493493493493493585e-01 1.150989820690708904e-01
3.503503503503503369e-01 2.211390636799046017e-02
3.513513513513513709e-01 -1.781951111325941195e-01
3.523523523523523493e-01 -3.933111729396281953e-01
3.533533533533533277e-01 -5.263886986051299344e-01
3.543543543543543617e-01 -6.312228288141468191e-01
3.553553553553553401e-01 -7.872248748078848335e-01
3.563563563563563741e-01 -1.086332562173673466e+00
3.573573573573573525e-01 -1.356223364004773613e+00
3.583583583583583310e-01 -1.218645868149117018e+00
3.593593593593593649e-01 -3.546095549791067336e-01
3.603603603603603434e-01 3.179480044501713509e-01
3.613613613613613773e-01 9.529840681954411252e-01
3.623623623623623557e-01 1.346403488877685239e+00
3.633633633633633342e-01 1.345736128153691702e+00
3.643643643643643681e-01 9.287367281655146689e-01
3.653653653653653466e-01 7.076678781792735684e-01
3.663663663663663805e-01 2.304650516564921425e-01
3.673673673673673590e-01 6.109726972728595218e-01
3.683683683683683929e-01 1.172791005242198592e-01
3.693693693693693714e-01 6.755960309469266623e-02
3.703703703703703498e-01 -1.171659941112435377e-01
3.713713713713713838e-01 -2.801736203424816107e-01
3.723723723723723622e-01 -2.712594893559521214e-01
3.733733733733733962e-01 -4.022815884758926264e-01
3.743743743743743746e-01 -4.112211918340741290e-01
3.753753753753753530e-01 -7.989491088337691282e-01
3.763763763763763870e-01 -1.191947716418500391e+00
3.773773773773773654e-01 -1.324172780329563093e+00
3.783783783783783994e-01 -1.139986361634651502e+00
3.793793793793793778e-01 -3.871228524279133332e-01
3.803803803803803563e-01 2.142201341620678101e-01
3.813813813813813902e-01 9.738021302930962575e-01
3.823823823823823687e-01 1.156600510389871772e+00
3.833833833833834026e-01 1.221341847551880244e+00
3.843843843843843811e-01 9.401832910148242295e-01
3.853853853853853595e-01 8.548511105944480715e-01
3.863863863863863934e-01 3.929355392600862862e-01
3.873873873873873719e-01 4.604515465579938627e-01
3.883883883883884058e-01 5.296598499560634110e-02
3.893893893893893843e-01 2.001809794887546567e-01
3.903903903903903627e-01 -2.097739438336584661e-01
3.913913913913913967e-01 -2.768669151164112052e-01
3.923923923923923751e-01 -4.122610462177527246e-01
3.933933933933934091e-01 -4.147223097009556381e-01
3.943943943943943875e-01 -6.282567879608210726e-01
3.953953953953953659e-01 -9.079725742174290515e-01
3.963963963963963999e-01 -1.302527538002613117e+00
3.973973973973973783e-01 -1.267964718479957620e+00
3.983983983983984123e-01 -1.068658304774498191e+00
3.993993993993993907e-01 -3.393738016445130290e-01
4.004004004004003692e-01 3.822545810682577705e-01
4.014014014014014031e-01 8.786002455117634113e-01
4.024024024024023816e-01 1.481242574115815946e+00
4.034034034034034155e-01 1.076229810723775326e+00
4.044044044044043940e-01 1.086913895867397617e+00
4.054054054054054279e-01 6.331276770234027795e-01
4.064064064064064064e-01 5.995920190707730857e-01
4.074074074074073848e-01 3.005085373802298121e-01
4.084084084084084187e-01 2.149715091935338607e-01
4.094094094094093972e-01 2.594310812585888248e-01
4.104104104104104311e-01 -1.259153800819226565e-01
4.114114114114114096e-01 -3.289116433333690304e-01
4.124124124124123880e-01 -3.575164364030193331e-01
4.134134134134134220e-01 -1.894779543004819211e-01
4.144144144144144004e-01 -6.134613917526045013e-01
4.154154154154154344e-01 -9.184944432027580818e-01
4.164164164164164128e-01 -1.202363890469327012e+00
4.174174174174173912e-01 -1.259753247479401095e+00
4.184184184184184252e-01 -1.125663227736025673e+00
4.194194194194194036e-01 -6.408536827704099936e-01
4.204204204204204376e-01 2.593186293080402272e-01
4.214214214214214160e-01 1.186524664484656988e+00
4.224224224224223945e-01 1.303355032177117234e+00
4.234234234234234284e-01 1.181650804049879655e+00
4.244244244244244069e-01 9.813667444487449432e-01
4.254254254254254408e-01 5.912402639801352944e-01
4.264264264264264193e-01 2.340430310352130394e-01
4.274274274274273977e-01 3.147324578647309190e-01
4.284284284284284317e-01 3.537384388920077893e-01
4.294294294294294101e-01 3.056621959649817588e-02
4.304304304304304440e-01 -1.830805462664342187e-01
4.314314314314314225e-01 -1.357571971478671313e-01
4.324324324324324564e-01 -2.322019946099925236e-01
4.334334334334334349e-01 -5.676996502836019198e-01
4.344344344344344133e-01 -7.274802124309518447e-01
4.354354354354354473e-01 -9.309341565758834092e-01
4.364364364364364257e-01 -1.165714993126402588e+00
4.374374374374374597e-01 -1.410500835616843140e+00
4.384384384384384381e-01 -1.052113283518069542e+00
4.394394394394394165e-01 -4.935195561745858717e-01
4.404404404404404505e-01 2.878542351190468418e-01
4.414414414414414289e-01 1.084222089774021125e+00
4.424424424424424629e-01 1.239176082121658862e+00
4.434434434434434413e-01 1.228622398583964825e+00
4.444444444444444198e-01 9.911738842006189154e-01
4.454454454454454537e-01 6.549422380633603824e-01
4.464464464464464322e-01 3.893233489252509449e-01
4.474474474474474661e-01 2.837871559304149249e-01
4.484484484484484446e-01 2.671457106861284125e-01
4.494494494494494230e-01 1.462630396578471215e-01
4.504504504504504570e-01 2.119212468202873179e-02
4.514514514514514354e-01 -2.658911855856666007e-01
4.524524524524524693e-01 -3.898700991904451851e-01
4.534534534534534478e-01 -2.981090968794813389e-01
4.544544544544544262e-01 -7.574616092815009694e-01
4.554554554554554602e-01 -9.122633102354028578e-01
4.564564564564564386e-01 -1.337475480903961955e+00
4.574574574574574726e-01 -1.300003598963120677e+00
4.584584584584584510e-01 -9.115497491917815553e-01
4.594594594594594295e-01 -3.237893578703034958e-01
4.604604604604604634e-01 4.669610947684381674e-01
4.614614614614614418e-01 1.033022537292783261e+00
4.624624624624624758e-01 1.286634926644504073e+00
4.634634634634634542e-01 1.438767402440898291e+00
4.644644644644644327e-01 9.388450856047875215e-01
4.654654654654654666e-01 5.502856347385427505e-01
4.664664664664664451e-01 5.381244897631314306e-01
4.674674674674674790e-01 3.760369188747859082e-01
4.684684684684684575e-01 2.478976520237803349e-01
4.694694694694694914e-01 1.995752731069213581e-01
4.704704704704704699e-01 -2.543065750885541432e-01
4.714714714714714483e-01 -2.607223631084210069e-01
4.724724724724724823e-01 -3.545988123525563585e-01
4.734734734734734607e-01 -4.004653902977017843e-01
4.744744744744744946e-01 -6.113045230350778736e-01
4.754754754754754731e-01 -1.061155826606624553e+00
4.764764764764764515e-01 -1.138023260721029661e+00
4.774774774774774855e-01 -1.365698474397738060e+00
4.784784784784784639e-01 -1.017492642627930044e+00
4.794794794794794979e-01 -4.012587457695239168e-01
4.804804804804804763e-01 2.622800527149918293e-01
4.814814814814814548e-01 1.094358996194029876e+00
4.824824824824824887e-01 1.419229027724854708e+00
4.834834834834834671e-01 1.426246516253812491e+00
4.844844844844845011e-01 9.936374224144151057e-01
4.854854854854854795e-01 5.919321909953549898e-01
4.864864864864864580e-01 4.812436518625134996e-01
4.874874874874874919e-01 4.386441965475374460e-01
4.884884884884884704e-01 1.515666247997076443e-01
4.894894894894895043e-01 1.188924501967250913e-01
4.904904904904904828e-01 -1.506004552929891549e-01
4.914914914914914612e-01 -2.818606959410354107e-01
4.924924924924924952e-01 -1.678810827746906875e-01
4.934934934934934736e-01 -4.500589019828640236e-01
4.944944944944945076e-01 -5.845507336675076493e-01
4.954954954954954860e-01 -8.913009289109632416e-01
4.964964964964965199e-01 -1.404054252260480640e+00
4.974974974974974984e-01 -1.304386589068171620e+00
4.984984984984984768e-01 -1.068518044966514147e+00
4.994994994994995108e-01 -3.917105150845506256e-01
5.005005005005005447e-01 3.654267680101106475e-01
5.015015015015015232e-01 1.169165918433751061e+00
5.025025025025025016e-01 1.290227845652193839e+00
5.035035035035034801e-01 1.163557197806019516e+00
5.045045045045044585e-01 8.075957411043078737e-01
5.055055055055055480e-01 6.367633687574804080e-01
5.065065065065065264e-01 4.977580369443938002e-01
5.075075075075075048e-01 3.083896483837638147e-01
5.085085085085084833e-01 1.653573092063808925e-01
5.095095095095094617e-01 1.132739904920645052e-01
5.105105105105105512e-01 -2.589497494358473928e-02
5.115115115115115296e-01 -2.201758127166309753e-01
5.125125125125125081e-01 -2.546745780427575045e-01
5.135135135135134865e-01 -5.356548839106013427e-01
5.145145145145144649e-01 -6.943546301973085866e-01
5.155155155155155544e-01 -1.025717271679582154e+00
5.165165165165165329e-01 -1.129283876345102744e+00
5.175175175175175113e-01 -1.307421860615521902e+00
5.185185185185184897e-01 -1.179359922831125118e+00
5.195195195195194682e-01 -3.997586761970736702e-01
5.205205205205205576e-01 2.637966537028221814e-01
5.215215215215215361e-01 9.059169251891017183e-01
5.225225225225225145e-01 1.341221244880589136e+00
5.235235235235234930e-01 1.345897800722043680e+00
5.245245245245244714e-01 1.064252330194664919e+00
5.255255255255255609e-01 5.639324768351788864e-01
5.265265265265265393e-01 5.614510699574042363e-01
5.275275275275275177e-01 3.448249195042213944e-01
5.285285285285284962e-01 3.773915691572207187e-01
5.295295295295294746e-01 1.743389369306568570e-01
5.305305305305305641e-01 -8.137706407526908159e-02
5.315315315315315425e-01 -4.010372447454060296e-01
5.325325325325325210e-01 -4.363717632680258474e-01
5.335335335335334994e-01 -4.751087210423654006e-01
5.345345345345344779e-01 -6.073457241894267833e-01
5.355355355355355673e-01 -9.740995264495249106e-01
5.365365365365365458e-01 -1.199495302707761279e+00
5.375375375375375242e-01 -1.246670067441217444e+00
5.385385385385385026e-01 -1.076585364233561437e+00
5.395395395395394811e-01 -4.902950716203263726e-01
5.405405405405405705e-01 4.174736420529725489e-01
5.415415415415415490e-01 1.115892725902521532e+00
5.425425425425425274e-01 1.187032224580311102e+00
5.435435435435435059e-01 1.455976239356831625e+00
5.445445445445444843e-01 1.124344409376215825e+00
5.455455455455455738e-01 6.163884206174450320e-01
5.465465465465465522e-01 5.317785475256620042e-01
5.475475475475475307e-01 3.222456125222698531e-01
5.485485485485485091e-01 3.021953057052326752e-01
5.495495495495495986e-01 5.435366171718154782e-02
5.505505505505505770e-01 -1.042189072926705401e-01
5.515515515515515554e-01 -2.904143355635537271e-01
5.525525525525525339e-01 -3.697465245894503427e-01
5.535535535535535123e-01 -4.223332400023845357e-01
5.545545545545546018e-01 -5.576562695542581771e-01
5.555555555555555802e-01 -1.107415302817733149e+00
5.565565565565565587e-01 -1.201388668553354133e+00
5.575575575575575371e-01 -1.346714275306054365e+00
5.585585585585585155e-01 -9.906214308774691224e-01
5.595595595595596050e-01 -3.299762572566690144e-01
5.605605605605605835e-01 5.386832387583850856e-01
5.615615615615615619e-01 8.974808967130910586e-01
5.625625625625625403e-01 1.420277597397227476e+00
5.635635635635635188e-01 1.072218109635033834e+00
5.645645645645646082e-01 1.033202683207425476e+00
5.655655655655655867e-01 5.830466916195820026e-01
5.665665665665665651e-01 4.829873852487213681e-01
5.675675675675675436e-01 4.486825271660295211e-01
5.685685685685685220e-01 2.984931154169949696e-01
5.695695695695696115e-01 3.225514860000104622e-02
5.705705705705705899e-01 -5.515512026997493322e-02
